LearningRate,Timestep,KendallTau,MAP,a
0.0005,9,0.6573030274333796,0.2819108426131921,1.2
0.0005,7,0.7328528100078341,0.19885746341443195,1.3
0.0005,8,0.7349756473742124,0.16004545989785096,1.3
0.0005,9,0.6583414460315873,0.2782566048616679,1.3
0.0005,7,0.7384956122635262,0.20294940563621378,1.4
0.0005,8,0.7386396931407789,0.1624225904717847,1.4
0.0005,9,0.6636948237988181,0.28752633578975434,1.4
0.0005,7,0.7133285202233207,0.16661948090636158,1.0
0.0005,8,0.7182299313000319,0.1600912514199948,1.0
0.0005,9,0.6471358542516464,0.2769454649594789,1.0
0.0005,7,0.7451010226464259,0.21929328229125933,1.6
0.0005,8,0.7399584444428139,0.16433138754280557,1.6
0.0005,9,0.6645339173996226,0.2812776695717756,1.6
0.0005,7,0.7452156525422724,0.22547077690208772,1.7
0.0005,8,0.7440575497915077,0.16415110637373465,1.7
0.0005,9,0.6725729023717563,0.2866481835823587,1.7
0.0005,7,0.7451749684592115,0.21883067263764588,1.8
0.0005,8,0.7485483512391504,0.17252566879051237,1.8
0.0005,9,0.6825177027640876,0.3547992244846274,1.8
0.0005,7,0.7479801909661495,0.22828921730689272,1.9
0.0005,8,0.7454044234028452,0.17169822345207836,1.9
0.0005,9,0.6736883210807721,0.3120776748397143,1.9
0.0001,7,0.7547607608755676,0.2550997361151918,1.5
0.0001,8,0.7736146451988921,0.20792452555124064,1.5
0.0001,9,0.8008088626502674,0.4160247887775391,1.5
0.0001,7,0.7315103366987191,0.20390613431465965,1.1
0.0001,8,0.7612273452815382,0.21026689749741984,1.1
0.0001,9,0.7907503021602825,0.3924114771261157,1.1
0.0001,7,0.7401233915300097,0.21997356756383427,1.2
0.0001,8,0.7610232211000622,0.20415644782945042,1.2
0.0001,9,0.7942953547273346,0.400778961352228,1.2
0.0001,7,0.7448739721899146,0.22671011463683782,1.3
0.0001,8,0.7700989725884513,0.21459707620263374,1.3
0.0001,9,0.7963681102223803,0.3811418481578347,1.3
0.0001,7,0.7515980407617712,0.23079650943416669,1.4
0.0001,8,0.7735466862513276,0.2164417297090634,1.4
0.0001,9,0.8015621294829771,0.41241532847904466,1.4
0.0001,7,0.7232045476216203,0.18637867064670932,1.0
0.0001,8,0.7570680167934337,0.21238672875956915,1.0
0.0001,9,0.7862763357996083,0.38095812097388826,1.0
0.0001,7,0.7556973033746809,0.21712414195676127,1.6
0.0001,8,0.7754516563567705,0.21097432450389364,1.6
0.0001,9,0.8019810199964804,0.40337934041654194,1.6
0.0001,7,0.7618167164031563,0.24678210662171052,1.7
0.0001,8,0.7753745922748895,0.20972262435790523,1.7
0.0001,9,0.8069838759163809,0.4163542282786715,1.7
0.0001,7,0.7620764569057349,0.23447345884424386,1.8
0.0001,8,0.7769627554309202,0.21404685675054103,1.8
0.0001,9,0.8132897890635925,0.44599704984876104,1.8
0.0001,7,0.7621009722148102,0.26081618213802027,1.9
0.0001,8,0.7820970243174388,0.21904873569784344,1.9
0.0001,9,0.8114590549649447,0.44928079317485664,1.9
